MID,DBA Name,VI/MC,AMEX,DISC,DEBIT,EBT,,VI/MC,AMEX,DISC,DEBIT,EBT
7641110042409568,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409572,THE FIX - JESSICA        ,0.27,0.27,0.27,,,,0.08,0.08,0.08,,
7641110042409584,THE FRAME-UP             ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042409589,THE CAR DOCTOR           ,0.22,0.36,0.22,,,,0.16,0.18,0.16,,
7641110042409591,SUNSET KIDD              ,0.51,0.51,0.51,,,,0.13,0.09,0.13,,
7641110042409594,A+M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409599,MARIE CALLENDER'S CAMARIL,0.06,,0.06,,,,0.08,0.08,0.08,,
7641110042409602,AQUALANI RECREATION TWO C,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409603,GRAND WAILEA MAIN        ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409605,KOR SOUTH                ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409606,KOR-NORTH                ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409609,MARRIOTT TOWEL KIOSK     ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409610,MARRIOTT TRAVEL AND TOUR ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409611,OUTRIGGER REEF           ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409612,OUTRIGGER WAIKIKI        ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409613,SHERATON CONCIERGE       ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409614,SHERATON POOL SERVICES   ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409615,SHERATON WATERSPORTS CENT,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409617,WESTIN MAUI CART         ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409618,WESTIN MAUI MAIN         ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409620,HONUA KAI                ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409621,HYATT LAHAINA            ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409624,BEST WESTERN OXNARD INN  ,0.11,,0.11,,,,0.15,0.15,0.15,,
7641110042409625,COMFORT INN              ,0.11,,0.11,,,,0.15,0.15,0.15,,
7641110042409626,BEST WESTERN BISHOP LODGE,0.11,,0.11,,,,0.15,0.15,0.15,,
7641110042409627,CRISTOPHER GEILER MD     ,0.31,0.31,0.31,,,,0.15,0.09,0.15,,
7641110042409628,WAYPOINT CAFE            ,0.06,,0.06,,,,0.08,0.08,0.08,,
7641110042409630,A&M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409631,A&M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409632,A&M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409633,"SEA SPORTS DISTRIBUTORS, ",0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409634,CROCKER'S LOCKERS        ,0.26,0.26,0.26,,,,0.18,0.18,0.18,,
7641110042409637,MAC VOLKSWAGEN           ,0.1,0.1,0.1,,,,0.13,0.13,0.13,,
7641110042409638,WESTSIDE OMS             ,0.3,0.3,0.3,,,,0.13,0.13,0.13,,
7641110042409640,BUYSHADE.COM             ,0.01,0.01,0.01,,,,0.13,0.13,0.13,,
7641110042409646,THE BEAR AND STAR        ,0.23,,0.23,,,,0.11,0.11,0.11,,
7641110042409655,DIRTY BULL TAVERN        ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042409662,TAPO PLUMBING SUPPLY     ,0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042409663,TAPO PLUMBING SUPPLY     ,0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042409664,TAPO PLUMBING SUPPLY     ,0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042409668,PURE ELEMENTS - ANNA     ,0.26,,0.26,,,,0.23,,0.23,,
7641110042409672,THE 2686 KITCHEN         ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042409676,LEALEA - VACATION RENTALS,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409677,HIC - ML WAHINE          ,0.11,0.11,0.11,0.04,,,0.18,0.18,0.18,0.11,
7641110042409690,THE FIX - TORI           ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042409692,AQUALANI-HYATT CART      ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409694,ROOTS THROUGH RECOVERY   ,0.41,0.41,0.41,,,,0.18,0.18,0.18,,
7641110042409696,"MICHAEL E. BRUCE, D.D.S. ",0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409698,QUALITY INN              ,0.11,,0.11,,,,0.15,0.15,0.15,,
7641110042409706,EL SANCHO LOCO TAQUERIA  ,0.11,0.11,0.11,,,,0.13,,0.13,,
7641110042409707,METRO FOR ALL INC.       ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409711,ANDERSON BROTHERS        ,0.09,0.09,0.09,,,,0.08,0.13,0.08,,
7641110042409712,PURE ELEMENTS - MISTY    ,0.26,,0.26,,,,0.23,,0.23,,
7641110042409715,MARIE CALLENDER'S ONLINE ,0.06,,0.06,,,,0.08,0.08,0.08,,
7641110042409716,SEMION BARBERSHOP        ,0.06,0.06,0.06,0.41,,,0.09,0.09,0.09,0.23,
7641110042409719,HILLTOP PRESCHOOL        ,0.54,0.54,0.54,0.01,,,0.03,0.21,0.03,0.21,
7641110042409720,ROSE'S EQUIPMENT         ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409723,MJ'S BAR & GRILL INC     ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042409726,CARILOHA HUNTINGTON BEACH,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409731,MODERN MOUSE             ,0.42,0.42,0.42,,,,0.13,0.13,0.13,,
7641110042409733,NURSEJAMIE.COM           ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042409734,DAMITZ BROOKS NIGHTINGALE,0.4,0.4,0.4,,,,0.18,0.18,0.18,,
7641110042409735,HALL OF FAME MARKET & DEL,0.16,0.16,0.16,0.01,0.01,,0.11,0.11,0.11,0.15,0.15
7641110042409737,BUCKMASTER COFFEE CO.    ,0.19,0.19,0.19,,,,0.1,0.1,0.1,,
7641110042409738,PACIFIC COAST COFFEE TRAD,0.19,0.19,0.19,,,,0.1,0.1,0.1,,
7641110042409739,MATTHEW GAVIN ENTERPRISES,0.27,0.27,0.27,,,,0.29,0.29,0.29,,
7641110042409741,WESTIN NANEA             ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409744,PWF ECO ADVENTURES - MAAL,0.08,0.08,0.08,,,,0.08,0.08,0.08,,
7641110042409745,PWF ECO ADVENTURES - LAHA,0.08,0.08,0.08,,,,0.08,0.08,0.08,,
7641110042409757,AQUALANI                 ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042409760,SATORI SALON - MEGAN     ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042409765,TOUGH LUCK               ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409770,BLISS 101                ,0.43,0.43,0.43,,,,0.11,0.11,0.11,0.21,
7641110042409773,BENDPAK                  ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042409774,QUICKJACK.COM            ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042409775,MERLIN MEDICAL SUPPLIES  ,0.21,0.21,0.21,0.21,,,0.13,0.13,0.13,0.13,
7641110042409776,LEADING EDGE INNOVATIONS ,0.21,0.21,0.21,0.21,,,0.13,0.13,0.13,0.13,
7641110042409779,KROCHET KIDS INTERNATIONA,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409780,JOHN W LAURENZI INSURANCE,0.41,0.41,0.41,,,,0.13,0.13,0.13,,
7641110042409784,SATORI SALON - PEGGY     ,0.26,0.26,0.26,,,,0.1,0.1,0.1,,
7641110042409791,KK2U - MOBILE PROGRAMS   ,0.21,0.21,0.21,,,,0.12,0.12,0.12,,
7641110042409792,JULIE'S                  ,0.02,0.02,0.02,,,,0.13,0.13,0.13,,
7641110042409795,THE PARK                 ,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042409798,CAMARILLO CHAMBER OF COMM,0.11,0.56,0.11,,,,0.13,0.13,0.13,,
7641110042409800,THISTLE MEATS            ,0.27,0.27,0.27,,,,0.18,0.18,0.18,,
7641110042409805,YORBA CANTINA            ,0.13,,0.13,,,,0.08,0.08,0.08,,
7641110042409808,BATH STREET INN          ,0.21,0.21,0.21,,,,0.11,0.11,0.11,,
7641110042409809,GREEN CHEEK BEER COMPANY ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042409811,MIKE'S IMPORT REPAIR     ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042409843,COMPLETE BALANCE CHIROPRA,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409849,STANDARD STEEL           ,0.16,0.06,0.16,,,,0.03,0.03,0.03,,
7641110042409850,INNEROPTIMAL             ,0.27,0.27,0.27,,,,0.11,0.11,0.11,0.21,
7641110042409863,"WAYNE M TAMASHIRO, DDS   ",0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042409866,CHINA PAVILLION AT CHAPAL,0.06,0.06,0.06,,,,0.1,0.1,0.1,,
7641110042409870,AFFORDABLE CYCLE & MARINE,0.11,0.11,0.11,0.11,,,0.13,0.13,0.13,0.13,
7641110042409871,ROGERS MACHINERY CENTRALI,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409872,ROGERS MACHINERY CORPORAT,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409873,ROGERS MACHINERY EUGENE  ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409874,ROGERS MACHINERY EUREKA  ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409875,ROGERS MACHINERY NAMPA   ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409876,ROGERS MACHINERY PORTLAND,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409877,ROGERS MACHINERY SEATTLE ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409878,ROGERS MACHINERY SPOKANE ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042409879,MIRAI CLINICAL LLC       ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409880,PITMAN RESTARAUNT EQUIP  ,0.11,,0.11,,,,0.13,0.13,0.13,,
7641110042409881,DRAUGHTS RESTAURANT & BAR,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042409882,ALOHA BEST STYLE INC     ,0.16,0.16,0.16,,,,0.07,0.07,0.07,,
7641110042409883,FINE JEWELRY APPRAISALS &,0.51,0.51,0.51,,,,0.13,0.13,0.13,,
7641110042409884,THE HALEY HOTEL          ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409885,JOHN PAUL RICHARD INC    ,0.35,0.35,0.35,,,,0.13,0.13,0.13,,
7641110042409887,"CRAIG E. KUBINA, DDS     ",0.45,0.43,0.45,0.01,,,0.11,0.11,0.11,0.21,
7641110042409888,PARK AVENUE WINES        ,0.16,0.15,0.16,,,,0.13,0.13,0.13,,
7641110042409889,READERSMAGNET LLC        ,0.45,0.45,0.45,,,,0.11,0.11,0.11,,
7641110042409890,BNC MOBILE AUTO          ,0.19,0.25,0.19,0.01,,,0.11,0.11,0.11,0.21,
7641110042409892,CLARK ORAL SURGERY AND IM,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409900,THE BLUE GOAT            ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409902,PANXA COCINA             ,0.02,0.56,0.02,,,,0.125,0.125,0.125,,
7641110042409903,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409904,BALLARD INN              ,0.11,0.11,0.11,,,,0.14,0.14,0.14,,
7641110042409905,THE GATHERING TABLE      ,0.11,0.11,0.11,,,,0.19,0.19,0.19,,
7641110042409908,MAGUIRE BEARING COMPANY -,0.13,0.13,0.13,,,,0.13,0.13,0.13,,
7641110042409910,MAGUIRE BEARING COMPANY -,0.13,0.13,0.13,,,,0.13,0.13,0.13,,
7641110042409915,BAKED ON MAUI            ,0.26,,0.26,,,,0.11,0.11,0.11,,
7641110042409916,COMFORT SUITES TEXAS AVEN,0.06,,0.06,,,,0.1,0.1,0.1,,
7641110042409917,C & R CARPET & RUGS      ,0.16,0.16,0.16,,,,0.03,0.03,0.03,,
7641110042409921,KOOLAU PETS INC          ,0.18,0.18,0.18,0.02,,,0.17,0.17,0.17,0.17,
7641110042409926,HOT POT GARDEN           ,0.02,0.02,0.02,,,,0.14,0.14,0.14,,
7641110042409929,LANSPEED                 ,0.26,0.26,0.26,,,,0.18,0.18,0.18,,
7641110042409951,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409956,SMART BROW BAR           ,0.01,0.01,0.01,,,,0.18,0.18,0.18,,
7641110042409957,VALLEY CENTER CHAMBER OF ,0.43,0.43,0.43,,,,0.11,0.11,0.11,0,
7641110042409958,MCLEA'S TIRE & AUTOMOTIVE,0.05,0.05,0.05,,,,0.1,0.1,0.1,,
7641110042409959,SCHNEIDERS & ASSOCIATES L,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409960,ELLIS EQUIPMENT INC      ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409961,ELLIS EQUIPMENT (K-RAIL) ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409964,OXNARD PALLET CO         ,0.26,0.26,0.26,,,,0.26,0.13,0.26,,
7641110042409965,ALDER DENTAL             ,0.4,0.4,0.4,,,,0.13,0.13,0.13,,
7641110042409967,COOL BOSS                ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042409968,AUTOSTACKER              ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042409969,JACKPAK                  ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042409973,SUGAR PAPER BRENTWOOD    ,0.16,0.06,0.16,,,,0.12,0.12,0.12,,
7641110042409974,SUGAR PAPER LIDO         ,0.16,0.06,0.16,,,,0.12,0.12,0.12,,
7641110042409976,MAUM                     ,0.21,0.21,0.21,,,,0.03,0.03,0.03,,
7641110042409977,SUGAR PAPER STONER CUSTOM,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409979,TIO LEO'S                ,0.07,0.19,0.07,,,,0.09,0.09,0.09,,
7641110042409982,LIGHTSTYLE AUTOMATED SYST,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409987,WEST LINN DENTAL WORKS   ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409988,SCHNEIDERS & ASSOCIATES L,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409990,CA'DARIO PIZZERIA        ,0.06,0.06,0.06,,,,0.12,0.12,0.12,,
7641110042409991,CA'DARIO RISTORANTE      ,0.06,,0.06,,,,0.12,0.12,0.12,,
7641110042409992,CA'DARIO TRATTORIA & PIZZ,0.06,,0.06,,,,0.12,0.12,0.12,,
7641110042409994,SENATE                   ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042409999,HAM PRODUCE & SEAFOOD INC,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410004,ITALIAN POTTERY OUTLET   ,0.51,0.51,0.51,0.01,,,0.13,0.13,0.13,0.13,
7641110042410005,ITALIAN POTTERY OUTLET -O,0.51,0.51,0.51,,,,0.13,0.13,0.13,,
7641110042410010,"OSHIMA COMPANY CPA, LLC  ",0.51,0.26,0.51,,,,0.03,0.03,0.03,,
7641110042410016,COAST SUPPLY             ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410017,COAST SUPPLY             ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410019,KEN'S ELECTRONICS LLC    ,0.51,0.51,0.51,,,,0.13,0.13,0.13,,
7641110042410021,HAPPY KIA                ,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042410038,J. ENSEMBLE              ,0.15,0.15,0.15,,,,0.11,0.11,0.11,,
7641110042410039,BIG DOCK & DOOR INC.     ,0.31,0.31,0.31,,,,0.18,0.18,0.18,,
7641110042410040,PINE STATE BISCUITS - ALB,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042410044,HONOLULU LODGE 616 - DINI,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042410045,SOUTH BAY MAZDA          ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410046,SOUTH BAY HYUNDAI        ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410047,PUENTE HILLS HYUNDAI     ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410049,NOELANI RENTAL           ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410050,CHRISTIAN SURFERS INTERNA,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410052,HUNTINGTON BEACH HYUNDAI ,0.03,0.03,0.03,,,,0.07,0.07,0.07,,
7641110042410055,CLEMENS ORAL SURGERY     ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042410056,SEMION BARBERSHOP LINCOLN,0.19,0.19,0.19,0.41,,,0.08,0.08,0.08,0.23,
7641110042410059,CLEMENS ORAL SURGERY     ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042410063,POWAY CHAMBER OF COMMERCE,0.45,0.45,0.45,,,,0.19,0.19,0.19,,
7641110042410066,AIRSTREAM ADVENTURES NW -,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410067,AIRSTREAM ADVENTURES NW  ,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410068,BAY AREA AIRSTREAM ADVENT,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410069,AIRSTREAM ADVENTURES NW -,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410070,OUTLAND MOTORS           ,0.21,0.21,0.21,,,,0.11,0.11,0.11,,
7641110042410075,SD PARTY RENTALS         ,0.43,0.43,0.43,,,,0.11,0.11,0.11,,
7641110042410079,COLD SPRING TAVERN       ,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042410083,DISCOUNT WIRELESS        ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042410085,SOCORRO                  ,0.21,,0.21,,,,0.11,0.11,0.11,,
7641110042410086,DARUMA SUSHI             ,0.21,0.21,0.21,,,,0.09,0.09,0.09,,
7641110042410087,SATORI SALON - FRAN      ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042410088,OUTLAND SERVICE          ,0.21,0.21,0.21,,,,0.11,0.11,0.11,,
7641110042410092,THE LARK                 ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410099,PURE ELEMENTS - LAUREN   ,0.26,,0.26,,,,0.23,0.23,0.23,,
7641110042410101,PETE'S ROAD SERVICE - OXN,0.09,,0.09,,,,0.09,0.09,0.09,,
7641110042410103,HURLEY - IMP             ,0.12,0.12,0.12,0.04,,,0.18,0.18,0.18,0.11,
7641110042410107,STIX RIDE SHOP           ,0.83,0.83,0.83,0.11,,,0.18,0.18,0.18,0.18,
7641110042410108,STIX RIDE SHOP           ,0.83,0.83,0.83,0.11,,,0.18,,0.18,0.18,
7641110042410109,UP YOUR ALLEY            ,0.45,0.43,0.45,0.01,,,0.08,0.08,0.08,0.21,
7641110042410113,SHEVLIN DENTAL CENTER LLC,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410114,CHRISTOPHER EGAN GALLERIE,0.05,0.05,0.05,,,,0.09,0.09,0.09,,
7641110042410129,BEST WESTERN PLUS WINSLOW,0.09,,0.09,,,,0.08,0.08,0.08,,
7641110042410130,WAGON TRAIN FEED & PET   ,0.11,0.11,0.11,0.21,,,0.13,0.13,0.13,0.13,
7641110042410131,TOP SHOP AUTOMOTIVE      ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410138,"MICHAEL MCQUILLAN, O.D.  ",0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410139,LUCKY PENNY              ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410140,THE LARK                 ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410142,LES MARCHANDS WINE BAR & ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410148,SHERATON DENVER WEST - F ,0.16,,0.16,,,,0.13,0.13,0.13,,
7641110042410150,WEST COAST SASH & DOOR   ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410151,SUNSET ORAL & MAXILLOFACI,0.25,0.25,0.25,,,,0.03,0.03,0.03,,
7641110042410152,WIND RIVER FAMILY & COMMU,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042410155,LUCKY PENNY              ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410156,SKYLINE DENTAL           ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410159,DESCHUTES PEDIATRIC DENTI,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042410161,TRAN'S TRANSMISSION SERVI,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042410162,GOOD FEET TUSTIN RANCH   ,0.11,,0.11,,,,0.03,0.08,0.03,,
7641110042410163,GOOD FEET BRENTWOOD      ,0.11,,0.11,,,,0.03,0.08,0.03,,
7641110042410166,LOQUITA GIFT CARDS       ,0.04,,0.04,,,,0.06,0.06,0.06,,
7641110042410168,MOVEGREEN                ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410174,LOST ON MAUI - PAIA      ,0.05,0.05,0.05,,,,0.16,0.16,0.16,,
7641110042410175,LOST ON MAUI - WHALERS VI,0.05,0.05,0.05,,,,0.16,0.16,0.16,,
7641110042410177,C'EST CHEESE             ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042410187,CELTIC ELEVATOR          ,0.51,0.51,0.51,,,,0.12,0.11,0.12,,
7641110042410188,SUPER A CLEANER          ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410191,A MERMAID INN - KIHEI    ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410192,PAIA MERCANTILE - KIHEI  ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410194,JRO FAMILY DENTISTRY     ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410195,MY FRIEND'S GROWLER SHOP ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042410199,17TH STREET BAR & GRILL  ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042410201,KNITZ AND LEATHER        ,0.51,0.51,0.51,,,,0.13,0.13,0.13,,
7641110042410208,PROLITE INTERNATIONAL    ,0.41,0.41,0.41,,,,0.18,0.18,0.18,,
7641110042410210,IMRIE                    ,0.2,0.2,0.2,,,,0.08,0.08,0.08,,
7641110042410211,"SKIN FITNESS, ETC.       ",0.43,0.36,0.43,0.01,,,0.11,0.11,0.11,0.21,
7641110042410212,EMBROIDME - FULLY PROMOTE,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042410213,BELLA BLOOM              ,0.16,0.16,0.16,,,,0.03,0.03,0.03,,
7641110042410217,ICON TILE                ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410219,SOLESBEE AUTO CRAFT INC. ,0.16,0.16,0.16,,,,0.03,0.03,0.03,,
7641110042410223,HEAVY 16                 ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410224,AB&R                     ,0.11,,0.11,,,,0.09,0.09,0.09,,
7641110042410225,TIMBERS HAWAII REAL ESTAT,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410247,CHIEF'S LUAU             ,0.11,0.11,0.11,,,,0.2,0.2,0.2,,
7641110042410251,WESTMINSTER EYECARE ASSOC,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410253,ROGERS MACHINERY SANDY   ,0.46,0.46,0.46,,,,0.13,0.13,0.13,,
7641110042410255,AREA RUG CONNECTION      ,0.16,0.16,0.16,,,,0.11,0.11,0.11,,
7641110042410256,AAA RENT-A-CAN           ,0.71,0.71,0.71,,,,0.18,0.18,0.18,,
7641110042410257,"OZZY'S CONSTRUCTION, INC ",0.71,0.71,0.71,,,,0.18,0.18,0.18,,
7641110042410258,"ALOHA POTTY'S, INC       ",0.71,0.71,0.71,,,,0.18,0.18,0.18,,
7641110042410260,CADET WINE BAR           ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410262,SOUTH BAY AIRSTREAM ADVEN,0.06,0.035,0.06,,,,0.08,0.08,0.08,,
7641110042410263,YAMHILL VALLEY ENDODONTIC,0.3,0.3,0.3,,,,0.13,0.13,0.13,,
7641110042410264,ALL COLOR PAINT          ,0.31,0.31,0.31,0.31,,,0.13,0.13,0.13,0.28,
7641110042410272,SATORI SALON & SPA HI    ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042410275,SANTA BARBARA DESIGN CENT,0.06,0.16,0.06,,,,0.1,0.1,0.1,,
7641110042410280,JOINT WIRELESS           ,0.42,0.42,0.42,,,,0.28,0.28,0.28,,
7641110042410282,TONY VALLEJO CPA INC     ,0.61,0.61,0.61,,,,0.18,0.18,0.18,,
7641110042410284,AE LUV HULA              ,0.11,0.11,0.11,,,,0.18,0.18,0.18,,
7641110042410301,COASTAL EMBROIDERY       ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410302,TROPHIES ETC COASTAL SIG ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042410305,GYPSY'S MEDITERRANEAN GRI,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042410309,AKSF                     ,0.12,0.12,0.12,,,,0.3,0.2,0.3,,
7641110042410315,VALLEY RIVER ENDODONTICS ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042410322,WESTERN OUTDOOR WHOLESALE,0.26,0.26,0.26,,,,0.03,0.03,0.03,,
7641110042410324,CROSBY'S TAVERN          ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042410325,CASCADE ORAL AND FACIAL S,0.21,0.21,0.21,,,,0.03,0.03,0.03,,
7641110042410327,HANA RANCH RESTAURANT    ,0.02,,0.02,,,,0.15,0.09,0.15,,
7641110042410328,THE FIX - KYLIE          ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042410329,ALLIANCE WIRELESS        ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042410330,ALLIANCE WIRELESS        ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042410334,DENTURES AND DENTAL CARE ,0.42,0.42,0.42,,,,0.13,0.13,0.13,,
7641110042410335,PROTECT GLOVE CO         ,0.4,0.4,0.4,,,,0.13,0.13,0.13,,
7641110042410344,QUICKJACKLIFT.CA         ,0.06,,0.06,,,,0.13,0.13,0.13,,
7641110042410345,ORANGE HILLS AUTO CARE PL,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
